interaction,content_id,person_id
VIEW,1168,604
VIEW,1168,604
VIEW,86,27
VIEW,673,65
VIEW,658,593
VIEW,680,2
BOOKMARK,658,593
VIEW,673,28
COMMENT CREATED,681,27
COMMENT CREATED,681,2
VIEW,593,1
VIEW,673,604
VIEW,658,427
VIEW,681,87
VIEW,678,85
COMMENT CREATED,645,19
VIEW,670,749
VIEW,422,408
COMMENT CREATED,618,549
COMMENT CREATED,645,19
COMMENT CREATED,681,2
VIEW,681,2
VIEW,86,27
VIEW,680,130
VIEW,362,27
VIEW,581,436
VIEW,673,22
VIEW,679,65
VIEW,681,2
VIEW,680,505
VIEW,673,427
VIEW,681,148
VIEW,419,27
VIEW,640,959
VIEW,636,206
VIEW,601,489
VIEW,679,99
VIEW,581,113
VIEW,198,27
VIEW,618,549
VIEW,634,139
VIEW,605,27
VIEW,487,27
BOOKMARK,658,427
VIEW,673,148
LIKE,362,27
VIEW,623,960
VIEW,642,266
VIEW,581,49
LIKE,581,113
VIEW,526,206
VIEW,618,549
FOLLOW,581,113
VIEW,618,549
VIEW,681,27
LIKE,681,2
VIEW,680,85
COMMENT CREATED,422,408
COMMENT CREATED,645,19
LIKE,678,85
VIEW,645,2
VIEW,673,593
VIEW,486,27
VIEW,645,19
VIEW,618,549
VIEW,1108,421
VIEW,1004,421
VIEW,1004,421
VIEW,1004,14
LIKE,1159,421
VIEW,1159,421
BOOKMARK,1004,421
VIEW,1168,421
VIEW,1004,14
VIEW,1168,421
VIEW,1159,421
VIEW,1108,421
VIEW,1170,32
VIEW,1194,2
VIEW,1163,32
VIEW,1170,32
VIEW,1163,32
VIEW,1194,2
VIEW,714,115
VIEW,686,49
VIEW,730,21
VIEW,755,21
VIEW,759,190
VIEW,687,59
COMMENT CREATED,732,21
COMMENT CREATED,731,21
VIEW,759,510
VIEW,758,21
COMMENT CREATED,759,247
VIEW,729,21
VIEW,692,933
VIEW,759,17
VIEW,759,247
VIEW,727,21
VIEW,673,346
VIEW,724,21
VIEW,761,85
LIKE,759,127
VIEW,760,7
LIKE,761,2
VIEW,760,961
VIEW,759,85
LIKE,605,49
VIEW,760,2
VIEW,725,49
VIEW,759,127
VIEW,725,49
LIKE,645,59
VIEW,725,21
COMMENT CREATED,686,49
VIEW,731,68
VIEW,424,9
BOOKMARK,761,145
VIEW,759,93
COMMENT CREATED,645,59
LIKE,759,2
VIEW,583,85
VIEW,759,106
VIEW,761,49
VIEW,725,49
VIEW,581,3
LIKE,725,49
VIEW,731,21
VIEW,760,21
LIKE,760,2
BOOKMARK,761,2
COMMENT CREATED,761,85
VIEW,605,115
VIEW,759,269
VIEW,715,21
VIEW,714,43
VIEW,760,61
VIEW,758,87
VIEW,724,17
VIEW,759,453
VIEW,581,49
LIKE,759,247
VIEW,719,933
VIEW,760,49
VIEW,759,316
LIKE,686,49
LIKE,702,49
VIEW,759,23
VIEW,759,150
VIEW,759,244
LIKE,761,145
VIEW,760,85
VIEW,759,17
VIEW,761,49
LIKE,669,49
VIEW,761,21
VIEW,760,453
LIKE,581,85
VIEW,669,49
VIEW,759,61
VIEW,759,7
VIEW,759,49
VIEW,761,145
VIEW,605,49
VIEW,726,21
COMMENT CREATED,760,2
VIEW,732,17
VIEW,645,2
VIEW,759,127
LIKE,760,49
VIEW,759,21
VIEW,645,19
VIEW,759,105
VIEW,581,85
VIEW,759,2
VIEW,761,2
COMMENT CREATED,761,49
VIEW,702,49
VIEW,715,145
COMMENT CREATED,581,85
LIKE,761,49
VIEW,351,9
VIEW,732,21
VIEW,758,2
VIEW,758,7
VIEW,645,59
VIEW,688,453
VIEW,645,422
VIEW,759,76
VIEW,1111,962
VIEW,553,761
VIEW,605,81
VIEW,134,963
VIEW,604,115
VIEW,597,22
VIEW,610,964
COMMENT CREATED,601,119
VIEW,601,366
VIEW,601,916
COMMENT CREATED,572,410
VIEW,608,150
VIEW,614,965
VIEW,564,247
VIEW,600,966
LIKE,604,115
VIEW,605,206
VIEW,586,271
VIEW,607,177
VIEW,605,115
VIEW,614,761
VIEW,602,679
VIEW,581,967
VIEW,605,2
VIEW,602,119
VIEW,597,228
VIEW,597,228
VIEW,572,410
VIEW,605,119
VIEW,557,7
VIEW,586,97
VIEW,605,27
VIEW,600,968
LIKE,601,515
VIEW,602,245
VIEW,149,410
VIEW,586,485
VIEW,601,395
VIEW,597,679
VIEW,613,114
VIEW,601,515
FOLLOW,601,97
VIEW,601,119
LIKE,601,441
VIEW,601,214
VIEW,613,969
VIEW,601,441
VIEW,606,442
FOLLOW,586,97
VIEW,606,946
COMMENT CREATED,605,2
VIEW,614,27
VIEW,589,970
COMMENT CREATED,605,119
VIEW,600,372
COMMENT CREATED,597,22
VIEW,601,97
VIEW,601,163
VIEW,604,679
VIEW,601,119
VIEW,606,82
COMMENT CREATED,597,228
VIEW,581,233
VIEW,604,7
VIEW,601,574
VIEW,601,588
VIEW,601,155
VIEW,438,593
VIEW,438,34
VIEW,438,269
VIEW,49,2
VIEW,458,5
LIKE,242,28
VIEW,242,28
VIEW,442,971
VIEW,442,277
VIEW,438,164
VIEW,465,5
VIEW,442,164
VIEW,462,829
VIEW,465,171
VIEW,457,68
LIKE,1020,972
VIEW,897,63
BOOKMARK,1039,76
LIKE,1034,255
VIEW,1038,53
VIEW,1044,63
BOOKMARK,1020,972
VIEW,1035,263
VIEW,1043,303
LIKE,779,379
VIEW,1039,53
VIEW,1039,650
VIEW,1033,614
VIEW,1032,39
VIEW,1043,973
VIEW,1020,972
VIEW,1039,76
VIEW,1035,71
VIEW,1047,55
VIEW,889,55
VIEW,1043,423
VIEW,1039,255
VIEW,1035,154
VIEW,1042,846
VIEW,883,55
VIEW,998,93
VIEW,1047,55
VIEW,957,55
VIEW,889,55
VIEW,1004,30
VIEW,586,465
BOOKMARK,1035,114
VIEW,889,55
VIEW,787,55
VIEW,1043,9
VIEW,1039,362
VIEW,1039,164
VIEW,969,974
VIEW,1039,114
VIEW,220,846
BOOKMARK,1034,255
VIEW,973,299
VIEW,1039,244
VIEW,1034,255
FOLLOW,1034,255
VIEW,1035,114
VIEW,1034,846
LIKE,1039,53
LIKE,1035,114
VIEW,1039,975
VIEW,779,379
VIEW,1039,53
VIEW,1033,137
VIEW,1043,244
VIEW,688,27
BOOKMARK,696,196
VIEW,597,136
VIEW,697,27
VIEW,695,194
VIEW,1134,267
VIEW,180,53
VIEW,209,976
VIEW,177,68
VIEW,72,275
VIEW,180,53
VIEW,231,53
VIEW,931,212
VIEW,931,420
VIEW,931,164
VIEW,933,21
VIEW,555,764
VIEW,932,469
VIEW,908,505
VIEW,1357,2
FOLLOW,1313,2
VIEW,1313,2
LIKE,1313,2
COMMENT CREATED,1313,2
VIEW,1187,2
VIEW,1313,2
VIEW,1187,2
FOLLOW,1187,2
VIEW,1357,2
VIEW,1318,53
COMMENT CREATED,1187,2
LIKE,1187,2
BOOKMARK,1321,196
VIEW,938,130
LIKE,966,130
VIEW,966,130
VIEW,956,130
VIEW,305,865
VIEW,351,865
VIEW,399,865
VIEW,331,865
VIEW,862,49
VIEW,855,244
VIEW,850,49
VIEW,853,1
BOOKMARK,861,224
VIEW,861,99
VIEW,862,102
VIEW,861,7
LIKE,852,49
VIEW,810,470
VIEW,861,924
VIEW,837,541
VIEW,852,49
VIEW,861,172
BOOKMARK,861,172
COMMENT CREATED,860,2
VIEW,862,33
VIEW,859,49
VIEW,860,2
LIKE,862,732
VIEW,861,224
LIKE,862,49
VIEW,860,27
VIEW,856,7
VIEW,856,7
VIEW,842,102
VIEW,849,49
COMMENT CREATED,862,102
VIEW,862,102
BOOKMARK,827,322
LIKE,853,1
VIEW,862,732
VIEW,860,27
VIEW,858,924
VIEW,964,251
VIEW,1288,199
VIEW,1288,829
VIEW,1274,224
VIEW,1292,764
VIEW,1274,43
VIEW,1277,224
VIEW,1274,492
VIEW,1292,290
VIEW,1288,212
VIEW,1290,419
VIEW,1288,212
VIEW,1276,148
VIEW,1276,148
VIEW,1278,544
BOOKMARK,1102,455
VIEW,1285,92
BOOKMARK,1276,455
VIEW,1293,224
VIEW,1277,224
VIEW,1293,224
VIEW,1292,290
VIEW,1288,264
VIEW,1150,92
VIEW,1288,212
VIEW,1274,492
BOOKMARK,215,455
LIKE,964,251
VIEW,1288,264
VIEW,1274,224
BOOKMARK,566,455
LIKE,1261,148
VIEW,1293,774
VIEW,1150,92
VIEW,1288,829
VIEW,1278,544
VIEW,1292,290
VIEW,1261,148
VIEW,1293,774
VIEW,1292,764
VIEW,1280,635
VIEW,964,251
VIEW,1288,199
VIEW,1274,43
VIEW,1285,92
VIEW,1261,148
VIEW,851,856
VIEW,1051,7
VIEW,972,136
VIEW,1043,244
VIEW,1037,838
VIEW,1038,65
VIEW,1043,881
VIEW,1034,577
VIEW,1016,731
VIEW,1035,175
VIEW,1009,731
VIEW,1039,66
VIEW,846,731
VIEW,893,731
VIEW,1018,731
VIEW,1042,393
COMMENT CREATED,1051,7
COMMENT CREATED,476,270
VIEW,476,208
VIEW,476,270
VIEW,478,115
LIKE,476,270
VIEW,476,270
BOOKMARK,698,196
BOOKMARK,696,196
BOOKMARK,699,196
VIEW,690,2
BOOKMARK,696,196
VIEW,691,2
BOOKMARK,697,196
BOOKMARK,698,196
BOOKMARK,695,196
BOOKMARK,694,196
BOOKMARK,696,196
BOOKMARK,696,196
VIEW,669,2
VIEW,765,145
LIKE,644,59
VIEW,763,2
VIEW,714,43
LIKE,671,59
VIEW,714,43
VIEW,759,511
VIEW,762,49
VIEW,759,20
VIEW,523,81
LIKE,762,49
LIKE,701,49
VIEW,644,59
VIEW,688,49
VIEW,762,5
VIEW,732,20
VIEW,528,81
VIEW,759,251
VIEW,758,81
VIEW,701,49
VIEW,759,53
VIEW,731,590
VIEW,690,49
VIEW,671,59
VIEW,701,49
VIEW,932,303
FOLLOW,932,303
VIEW,917,49
LIKE,932,303
BOOKMARK,932,303
VIEW,336,32
LIKE,1002,434
VIEW,891,115
VIEW,997,537
VIEW,1002,230
VIEW,987,977
VIEW,39,361
LIKE,999,669
VIEW,997,223
VIEW,936,73
LIKE,999,137
LIKE,999,582
VIEW,999,669
VIEW,1010,604
VIEW,999,582
VIEW,1002,230
LIKE,999,264
VIEW,1002,434
VIEW,1005,73
VIEW,999,669
VIEW,978,39
VIEW,1004,206
VIEW,964,199
VIEW,930,73
BOOKMARK,1002,434
BOOKMARK,930,73
VIEW,1002,65
VIEW,658,11
VIEW,1007,587
VIEW,484,11
VIEW,920,73
VIEW,973,84
VIEW,972,175
VIEW,961,98
VIEW,1007,587
VIEW,964,829
VIEW,484,11
VIEW,999,264
LIKE,1184,2
VIEW,786,630
VIEW,1184,2
VIEW,1174,223
VIEW,1114,377
VIEW,1129,295
VIEW,786,630
VIEW,692,266
COMMENT CREATED,1114,377
VIEW,1159,274
VIEW,1129,295
VIEW,1181,76
BOOKMARK,1184,2
VIEW,1184,2
VIEW,1183,169
VIEW,692,266
VIEW,1173,300
VIEW,1183,169
VIEW,52,410
VIEW,1174,223
VIEW,1159,274
VIEW,1181,76
VIEW,1159,274
FOLLOW,1114,377
VIEW,1131,2
VIEW,1132,27
COMMENT CREATED,1131,2
VIEW,1132,115
VIEW,1132,154
VIEW,1132,27
LIKE,1131,731
VIEW,1131,731
LIKE,1131,2
VIEW,623,164
VIEW,623,194
VIEW,494,65
BOOKMARK,601,308
VIEW,623,21
BOOKMARK,496,65
VIEW,622,194
VIEW,614,444
VIEW,564,444
VIEW,604,164
VIEW,498,65
VIEW,602,65
VIEW,553,65
VIEW,604,65
VIEW,525,83
VIEW,589,391
VIEW,486,21
VIEW,610,93
VIEW,462,65
VIEW,496,65
VIEW,623,247
VIEW,614,764
LIKE,623,247
LIKE,496,65
VIEW,614,12
VIEW,4,232
LIKE,4,232
VIEW,141,232
VIEW,1056,363
VIEW,1045,441
LIKE,817,117
VIEW,1035,594
VIEW,1015,516
VIEW,1054,17
BOOKMARK,1058,352
VIEW,1056,52
VIEW,1033,209
VIEW,1056,164
VIEW,1056,17
VIEW,1056,5
VIEW,1057,247
VIEW,759,443
VIEW,1042,17
VIEW,1027,517
LIKE,1058,352
VIEW,1058,352
VIEW,817,117
VIEW,160,2
VIEW,1,247
VIEW,1014,322
VIEW,36,856
VIEW,429,247
VIEW,380,856
VIEW,427,29
VIEW,428,29
VIEW,336,745
VIEW,428,247
LIKE,428,247
BOOKMARK,380,28
VIEW,380,28
VIEW,1379,53
LIKE,1375,102
VIEW,1378,266
VIEW,1373,322
VIEW,1339,978
VIEW,1339,978
VIEW,1142,60
VIEW,1378,53
VIEW,1367,43
VIEW,1377,60
VIEW,1377,53
LIKE,1379,53
VIEW,1377,53
VIEW,1373,137
VIEW,1373,266
VIEW,1298,63
VIEW,1379,112
VIEW,1064,830
VIEW,1378,266
VIEW,1378,266
VIEW,1142,60
VIEW,1377,53
VIEW,1379,266
VIEW,1377,60
VIEW,1373,266
VIEW,1373,137
VIEW,1375,102
VIEW,1379,112
VIEW,1298,63
VIEW,1379,53
VIEW,1375,102
VIEW,1342,623
VIEW,1379,266
VIEW,1367,43
VIEW,1342,623
BOOKMARK,1318,230
VIEW,1373,322
VIEW,1378,53
VIEW,635,857
VIEW,633,857
VIEW,688,27
VIEW,603,21
VIEW,691,62
COMMENT CREATED,688,21
VIEW,673,263
VIEW,600,266
VIEW,693,3
VIEW,239,266
VIEW,693,2
VIEW,604,63
VIEW,604,63
VIEW,669,2
VIEW,688,27
COMMENT CREATED,688,27
BOOKMARK,690,196
VIEW,692,372
VIEW,688,21
VIEW,669,2
VIEW,692,266
BOOKMARK,612,196
BOOKMARK,612,196
VIEW,673,62
VIEW,693,2
VIEW,600,266
BOOKMARK,612,196
VIEW,692,940
VIEW,693,2
VIEW,692,266
VIEW,692,53
VIEW,770,546
VIEW,1108,979
LIKE,1100,352
VIEW,433,76
LIKE,760,961
VIEW,1211,7
COMMENT CREATED,1212,168
COMMENT CREATED,1207,14
VIEW,1163,14
VIEW,1173,945
VIEW,1212,389
VIEW,1212,85
LIKE,1195,85
VIEW,1211,461
VIEW,1210,196
VIEW,1213,3
VIEW,1195,85
COMMENT CREATED,1213,3
VIEW,1193,13
VIEW,1163,103
VIEW,1202,980
VIEW,1183,471
VIEW,1196,81
VIEW,1206,85
VIEW,1181,126
VIEW,1183,483
LIKE,1212,443
VIEW,1214,981
VIEW,1212,349
VIEW,887,418
VIEW,1213,3
VIEW,1213,506
VIEW,1194,81
VIEW,1105,982
VIEW,1212,168
VIEW,1212,349
LIKE,1211,92
VIEW,1212,443
VIEW,1214,299
VIEW,1212,399
VIEW,1211,278
VIEW,1212,223
VIEW,1214,981
VIEW,1163,267
VIEW,1206,72
VIEW,1212,14
VIEW,1212,399
FOLLOW,1196,81
VIEW,1194,81
VIEW,1206,85
VIEW,1211,115
VIEW,1163,14
VIEW,1206,115
VIEW,1215,278
VIEW,1215,278
VIEW,1212,223
VIEW,1210,196
VIEW,1215,983
VIEW,1213,7
VIEW,1212,85
VIEW,1181,126
VIEW,1213,3
LIKE,1212,168
LIKE,1212,85
VIEW,1215,373
VIEW,1212,443
VIEW,1212,7
VIEW,1173,945
VIEW,1213,506
LIKE,1197,85
VIEW,1212,349
VIEW,1215,945
VIEW,1145,13
VIEW,1206,72
VIEW,1212,349
VIEW,1105,982
VIEW,1215,373
FOLLOW,1213,3
VIEW,1183,471
FOLLOW,1212,168
VIEW,1215,984
VIEW,1212,349
LIKE,1163,267
VIEW,1214,950
VIEW,1206,115
LIKE,1213,3
VIEW,887,418
VIEW,1195,85
VIEW,1206,115
COMMENT CREATED,1213,126
VIEW,1214,950
FOLLOW,1212,399
VIEW,1197,574
VIEW,1212,168
FOLLOW,1207,14
VIEW,1199,87
VIEW,1213,7
VIEW,1196,81
VIEW,1213,945
VIEW,1211,461
VIEW,1196,81
VIEW,1215,609
VIEW,1163,267
VIEW,1163,267
VIEW,1145,1
VIEW,1211,278
LIKE,1196,81
VIEW,1214,922
FOLLOW,1163,267
VIEW,1212,903
VIEW,1199,87
VIEW,1213,3
VIEW,1183,483
VIEW,1207,14
VIEW,1198,626
VIEW,1193,266
VIEW,1212,389
VIEW,1215,609
VIEW,1213,126
VIEW,1163,103
VIEW,1183,471
VIEW,1213,126
VIEW,1211,92
VIEW,1193,13
VIEW,1146,362
VIEW,1173,126
VIEW,1163,130
VIEW,1197,85
VIEW,1212,7
VIEW,1211,92
FOLLOW,1213,126
VIEW,1213,945
COMMENT CREATED,1212,399
VIEW,1198,85
VIEW,1214,299
VIEW,1214,424
VIEW,1163,130
VIEW,1212,903
VIEW,1206,194
VIEW,1197,85
VIEW,1197,574
VIEW,1212,349
COMMENT CREATED,1173,126
VIEW,1213,3
VIEW,1215,984
VIEW,1212,14
VIEW,1214,424
VIEW,1206,194
VIEW,1207,81
VIEW,1211,115
VIEW,1163,267
VIEW,1202,980
VIEW,1211,7
VIEW,1198,626
VIEW,1193,81
BOOKMARK,1210,196
VIEW,1215,945
VIEW,1163,267
VIEW,1193,266
LIKE,1207,81
VIEW,1212,482
VIEW,1195,81
FOLLOW,1210,196
LIKE,1214,950
VIEW,1209,549
VIEW,1207,81
VIEW,1215,983
VIEW,1209,549
VIEW,1214,922
VIEW,1212,482
VIEW,1163,130
LIKE,452,2
VIEW,452,2
VIEW,456,2
VIEW,456,2
VIEW,784,21
VIEW,769,502
LIKE,769,502
VIEW,779,21
VIEW,769,21
VIEW,770,21
VIEW,765,21
VIEW,762,21
VIEW,779,114
VIEW,1004,52
VIEW,1004,52
VIEW,1004,52
VIEW,812,566
VIEW,1002,21
FOLLOW,1004,52
VIEW,933,21
VIEW,999,830
VIEW,1004,227
VIEW,1109,196
VIEW,1112,27
VIEW,1109,81
VIEW,1100,27
VIEW,1112,81
VIEW,1087,81
COMMENT CREATED,1108,270
VIEW,1108,270
VIEW,1098,27
VIEW,1094,764
VIEW,440,92
VIEW,440,224
VIEW,1035,27
VIEW,440,475
VIEW,1094,130
VIEW,1096,130
VIEW,1117,303
VIEW,1108,88
VIEW,1101,88
VIEW,1116,88
VIEW,731,88
VIEW,1056,88
VIEW,1005,88
VIEW,1100,88
VIEW,601,84
VIEW,1042,88
VIEW,1119,115
VIEW,245,76
VIEW,245,985
VIEW,245,985
VIEW,99,27
VIEW,245,985
VIEW,1184,119
VIEW,1184,421
VIEW,1184,421
VIEW,1183,421
VIEW,1193,421
BOOKMARK,1183,421
VIEW,1198,17
LIKE,1183,421
VIEW,1193,421
VIEW,1184,27
VIEW,1184,27
VIEW,1183,421
VIEW,1184,119
VIEW,1198,17
VIEW,196,14
VIEW,302,14
VIEW,336,537
VIEW,55,14
LIKE,313,14
VIEW,348,112
VIEW,270,897
VIEW,322,897
VIEW,206,718
VIEW,349,17
VIEW,269,897
VIEW,194,14
LIKE,351,170
VIEW,22,14
VIEW,335,73
VIEW,200,27
VIEW,331,102
VIEW,333,897
VIEW,331,170
VIEW,277,14
VIEW,303,14
VIEW,334,73
VIEW,336,14
VIEW,271,897
LIKE,336,246
VIEW,240,254
VIEW,332,73
VIEW,348,7
VIEW,332,897
VIEW,351,170
VIEW,332,897
VIEW,336,246
VIEW,171,14
VIEW,326,247
VIEW,313,14
VIEW,345,247
VIEW,286,295
VIEW,344,897
VIEW,322,897
VIEW,336,148
VIEW,1138,2
BOOKMARK,1068,196
LIKE,1068,196
VIEW,1035,2
LIKE,1105,233
COMMENT CREATED,1035,1
VIEW,1080,986
VIEW,1109,566
VIEW,1105,604
VIEW,1086,502
VIEW,855,2
VIEW,1035,27
BOOKMARK,1100,196
VIEW,1105,233
VIEW,1109,27
VIEW,1035,1
VIEW,1109,2
VIEW,1035,2
VIEW,1035,2
VIEW,29,492
VIEW,21,179
VIEW,61,7
VIEW,80,492
VIEW,127,28
BOOKMARK,127,28
VIEW,72,203
VIEW,1123,190
VIEW,1159,14
VIEW,1159,76
VIEW,1144,112
VIEW,1159,2
VIEW,1015,465
VIEW,1159,114
VIEW,1113,987
VIEW,1159,869
LIKE,1015,465
VIEW,1088,31
VIEW,1159,2
LIKE,973,465
VIEW,973,465
VIEW,1159,92
COMMENT CREATED,1152,130
LIKE,1159,2
VIEW,1140,14
VIEW,1152,130
VIEW,1156,831
VIEW,1091,31
VIEW,1152,130
VIEW,95,27
VIEW,29,712
VIEW,82,712
VIEW,98,247
VIEW,69,988
VIEW,72,988
VIEW,29,712
BOOKMARK,336,552
VIEW,358,30
VIEW,336,537
VIEW,337,605
VIEW,586,183
VIEW,581,19
VIEW,589,65
VIEW,586,159
VIEW,580,115
VIEW,564,73
VIEW,581,19
LIKE,586,159
VIEW,564,27
VIEW,594,288
VIEW,588,886
VIEW,581,19
VIEW,581,7
VIEW,496,820
VIEW,589,246
VIEW,579,19
VIEW,588,801
VIEW,578,410
VIEW,560,5
VIEW,582,7
VIEW,586,379
LIKE,581,19
VIEW,592,246
VIEW,589,135
BOOKMARK,581,689
VIEW,580,7
BOOKMARK,589,65
LIKE,581,689
VIEW,590,352
VIEW,589,71
VIEW,585,71
VIEW,586,794
VIEW,585,71
VIEW,586,5
LIKE,579,19
VIEW,581,626
LIKE,370,63
VIEW,585,400
VIEW,1339,359
VIEW,585,400
VIEW,1339,359
VIEW,1018,393
VIEW,917,501
LIKE,917,501
VIEW,1039,292
VIEW,1039,989
BOOKMARK,1036,71
VIEW,1056,7
VIEW,1055,412
VIEW,1054,61
VIEW,1056,3
VIEW,1018,63
VIEW,705,71
VIEW,1049,5
VIEW,1018,53
VIEW,1056,905
VIEW,1018,284
VIEW,917,501
VIEW,1056,975
VIEW,1054,52
VIEW,1039,850
VIEW,1054,5
VIEW,992,52
VIEW,1039,563
VIEW,1030,412
VIEW,1056,322
VIEW,1056,393
VIEW,1018,53
BOOKMARK,1048,71
VIEW,1056,244
VIEW,987,552
VIEW,1056,53
VIEW,551,21
VIEW,558,21
VIEW,528,81
VIEW,556,21
VIEW,551,605
VIEW,582,2
VIEW,532,393
VIEW,579,290
VIEW,519,499
COMMENT CREATED,553,21
VIEW,551,21
VIEW,580,113
VIEW,565,21
COMMENT CREATED,558,21
VIEW,581,49
VIEW,558,2
VIEW,572,541
VIEW,580,2
VIEW,572,726
VIEW,560,43
VIEW,366,396
VIEW,553,21
VIEW,107,990
BOOKMARK,370,1
VIEW,568,800
LIKE,532,393
VIEW,581,49
VIEW,551,605
VIEW,560,21
VIEW,553,316
VIEW,553,81
VIEW,549,21
VIEW,848,21
VIEW,160,27
VIEW,877,83
VIEW,827,391
LIKE,876,2
VIEW,878,127
VIEW,817,130
VIEW,879,2
VIEW,126,14
VIEW,876,2
VIEW,203,14
LIKE,879,2
COMMENT CREATED,817,130
VIEW,563,991
VIEW,565,119
VIEW,565,85
VIEW,157,196
VIEW,134,196
VIEW,1367,480
VIEW,1201,528
VIEW,1360,992
VIEW,1360,410
LIKE,1367,59
LIKE,1367,49
VIEW,1360,395
VIEW,1077,480
VIEW,1334,114
VIEW,1298,337
VIEW,1201,528
VIEW,1035,528
VIEW,1367,563
LIKE,1367,127
VIEW,1334,648
VIEW,1334,648
VIEW,1367,49
VIEW,1360,395
VIEW,1304,254
VIEW,1231,480
LIKE,1298,480
VIEW,1367,127
VIEW,1318,993
VIEW,1367,563
VIEW,1367,480
VIEW,1334,114
VIEW,1367,49
VIEW,1318,337
VIEW,1231,480
VIEW,1310,254
BOOKMARK,1298,480
VIEW,1360,992
VIEW,1367,963
FOLLOW,1298,480
VIEW,1304,254
VIEW,1318,993
COMMENT CREATED,1298,480
VIEW,1298,337
VIEW,1334,42
VIEW,1360,410
VIEW,1035,528
VIEW,1307,4
VIEW,1317,254
VIEW,1334,42
VIEW,1367,963
VIEW,1077,480
VIEW,1367,127
VIEW,1310,254
VIEW,1317,254
VIEW,557,892
VIEW,558,27
VIEW,34,2
VIEW,34,2
LIKE,38,299
VIEW,38,9
VIEW,38,299
VIEW,32,46
VIEW,23,448
VIEW,34,2
VIEW,31,46
VIEW,38,299
VIEW,18,499
VIEW,29,46
VIEW,446,551
VIEW,336,546
VIEW,244,77
VIEW,247,969
VIEW,247,224
VIEW,248,224
VIEW,247,77
VIEW,244,72
LIKE,244,72
VIEW,175,27
VIEW,250,7
VIEW,242,148
LIKE,770,2
VIEW,770,2
VIEW,859,21
VIEW,840,87
VIEW,861,21
VIEW,823,614
VIEW,823,614
VIEW,847,87
VIEW,714,43
VIEW,855,364
VIEW,860,27
VIEW,861,43
VIEW,862,9
VIEW,102,85
VIEW,107,28
VIEW,106,28
VIEW,103,2
VIEW,102,28
VIEW,305,264
VIEW,322,25
VIEW,331,102
VIEW,330,21
COMMENT CREATED,331,102
VIEW,330,482
COMMENT CREATED,314,509
VIEW,313,21
LIKE,305,264
VIEW,314,21
LIKE,314,509
VIEW,334,194
VIEW,251,21
VIEW,269,164
VIEW,335,194
VIEW,319,21
BOOKMARK,673,254
VIEW,672,114
VIEW,668,525
VIEW,500,114
VIEW,673,254
LIKE,670,136
BOOKMARK,672,114
BOOKMARK,669,14
VIEW,645,55
FOLLOW,669,14
VIEW,659,254
LIKE,640,505
COMMENT CREATED,669,14
VIEW,673,334
VIEW,673,76
LIKE,672,114
VIEW,601,14
VIEW,673,136
VIEW,640,505
VIEW,622,14
VIEW,672,428
VIEW,669,14
VIEW,670,136
VIEW,673,114
LIKE,673,114
LIKE,673,136
VIEW,673,715
VIEW,533,371
VIEW,660,556
LIKE,669,14
BOOKMARK,673,114
BOOKMARK,669,14
LIKE,122,458
VIEW,123,2
VIEW,122,394
VIEW,123,458
BOOKMARK,122,458
VIEW,29,73
VIEW,122,458
VIEW,20,73
LIKE,123,2
VIEW,113,73
VIEW,112,62
VIEW,123,2
VIEW,103,73
BOOKMARK,1425,196
LIKE,1425,196
VIEW,165,278
COMMENT CREATED,971,2
VIEW,971,2
VIEW,971,27
LIKE,971,2
VIEW,875,27
VIEW,875,27
BOOKMARK,875,27
LIKE,949,2
COMMENT CREATED,881,2
VIEW,1064,76
VIEW,953,2
VIEW,940,2
VIEW,1050,2
VIEW,949,2
VIEW,881,2
BOOKMARK,1064,76
LIKE,1050,2
LIKE,953,2
VIEW,1116,63
VIEW,1105,11
VIEW,1035,101
VIEW,1138,91
VIEW,1116,63
BOOKMARK,829,408
LIKE,1111,11
VIEW,1111,11
LIKE,1116,63
VIEW,447,596
VIEW,1131,15
VIEW,1110,11
BOOKMARK,1131,63
VIEW,1131,53
VIEW,1131,63
VIEW,1035,101
VIEW,447,719
VIEW,1118,479
VIEW,902,46
LIKE,1105,11
VIEW,1136,239
VIEW,1138,136
VIEW,1035,101
VIEW,1111,11
VIEW,1111,133
VIEW,1108,148
LIKE,1138,136
VIEW,1111,264
VIEW,1111,678
VIEW,902,209
VIEW,1113,994
VIEW,1482,92
VIEW,1482,92
BOOKMARK,1450,359
VIEW,1482,995
VIEW,1482,42
VIEW,1482,42
LIKE,1482,92
VIEW,1482,995
LIKE,863,68
VIEW,861,2
LIKE,861,2
VIEW,863,590
VIEW,827,52
VIEW,865,7
VIEW,827,52
FOLLOW,863,68
LIKE,827,52
BOOKMARK,863,590
VIEW,865,996
VIEW,1131,53
LIKE,1131,53
VIEW,474,49
VIEW,406,170
VIEW,170,97
VIEW,442,325
VIEW,366,214
VIEW,442,362
VIEW,321,29
VIEW,49,49
VIEW,195,578
VIEW,313,578
VIEW,446,174
VIEW,356,578
VIEW,442,997
VIEW,473,443
VIEW,145,998
VIEW,462,999
VIEW,438,884
VIEW,379,214
VIEW,261,578
VIEW,145,97
VIEW,437,29
VIEW,214,578
VIEW,244,578
VIEW,379,214
LIKE,379,214
VIEW,397,29
VIEW,314,578
VIEW,202,578
VIEW,438,29
VIEW,1236,2
VIEW,1113,21
VIEW,1201,21
VIEW,1197,21
VIEW,1184,21
